# Center of Gravity locations for each link with respect to local coordinate system
# units are SI
# Note: The branch transform starts at 1 (not 0)
# '#' indicates a comment
# Branch Transform, mass, cg.X, cg.Y, cg.Z, Ixx, Iyy, Izz, Ixy, Ixz, Iyz using sign convention Ixy = integral of -xy dm
# 3D Darwin Updated: 05092019
# Global										
1	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
3	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
4	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
5	0.00000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
# R_Arm										
1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	0.011759436	-0.0076725215000000	0.020272153200000000	0.00000000000	0.000014316910691000	0.000005104730300000	0.0000132418462910000	0.00000389013740000000	0.000000000000000000	0.00000000000000000
3	0.177576300	-0.0452566270056830	-0.000331150042745401	0.00056175700	0.000154917517239687	0.002172289653931310	0.0020411318315710000	0.00000229379647683687	0.000452807973989832	-0.00000111728405367
4	0.041267974	-0.0761794650000000	-0.00380011960000000	0.00000000000	0.000042696491614000	0.001188288641589760	0.0011525016229757600	0.0000147462210000001	0.000170022604634883	-0.00000297964150000
# L_Arm										
1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	0.011759436	-0.007672521500000	-0.02027215320000000	0.0000000000	0.000014316910691000	0.000005104730300000	0.0000132418462910000	-0.0000038901374000000	0.000000000000000000	0.00000000000000000
3	0.177576300	-0.045256627005683	0.000331150042745401	0.0005617570	0.000154917517239687	0.002172289653931310	0.0020411318315710000	-0.0000022937964768369	0.000452807973989832	0.00000111728405367
4	0.041267974	-0.076179465000000	0.003800117200000000	0.0000000000	0.000042696491614000	0.001188288641589760	0.0011525016229757600	-0.0000147462210000001	0.000170022604634883	0.00000297964150000
# Neck										
1	1.3492787	-0.0140148680000000	0.000130990030000000	0.0943157970	0.010345659224075000	0.010215574102775000	0.0034788748787000000	0.00000837529230000000	0.001252361457050000	-.00001222690900000
2	0.011759436	-0.0076725215000000	-0.02027215320000000	0.0000000000	0.000014316910691000	0.000005104730300000	0.0000132418462910000	0.00001324184629100000	0.000000000000000000	0.00000000000000000
3	0.13630649	-0.0385532660000000	-0.00229841100000000	-0.000365921	0.000142546452890000	0.000905479546655625	0.0007907493837656250	0.00001777664700000000	-0.00024276470028750	0.00000595247640000
# R_Leg										
1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	0.011813898	0.00000000000000000	-0.020759829900000	-0.0015660623000	0.0000146333264505000	0.0000041482965000000	0.000011811539650500	0.000000000000000000	0.000000000000000000	0.000000137941010000
3	0.17885985	0.01213871300000000	-0.020217370100000	0.00027886286000	0.0002151611694785000	0.0000729755880000000	0.000258167239478500	-0.000007122139400000	-0.00000054074054000	-0.00000120204610000
4	0.115433810	-0.0260743580749807	0.0005140374543984	-0.0000050930000	0.0001083281253386360	0.0024048868488101900	0.002312692688328830	-0.000004205857807425	0.000422505455234961	0.00000112558224636273
5	0.040146918	-0.0550000000000000	0.0000000000000000	-0.0025140310000	0.0000481835993980000	0.000677442395198000	0.000634735067800000	0.0000000000000000000	0.000131411771620000	0.000000000000000000
6	0.17885985	-0.0121387130000000	-0.000278863000000	-0.0202173700000	0.0003089303058500000	0.000224694910000000	0.000200217055850000	0.0000407107000000000	-0.00004520205400000	0.0000687054380000000
7	0.069344849	-0.0028984930000000	-0.010370444000000	-0.0003668060000	0.000202585411747690	0.000275415967529940	0.000165139615782250	0.0000208595990000000	-0.00009651911225745	0.0000172592750000000
# L_Leg										
1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0
2	0.011813898	0.000000000000000	-0.0207598299000000	-0.0015660623000	0.000014633326450500	0.0000041482965000000	0.000011811539650500	0.0000000000000000000	0.000000000000000000	0.000000137941010000
3	0.17885985	0.0121387130000000	-0.0202173701000000	-0.0002788628600	0.000215161169478500	0.0000729755880000000	0.000258167239478500	-0.000007122139400000	0.000000540740540000	0.00000120204610000
4	0.115433810	-0.0260743580749807	0.0005140374543984	0.00000509300000	0.0001083281253386360	0.0024048868488101900	0.002312692688328830	-0.000004205857807425	-0.000422505455234961	-0.00000112558224636273
5	0.040146918	-0.055000000000000	0.0000000000000000	0.00251403100000	0.0000481835993980000	0.000677442395198000	0.000634735067800000	0.0000000000000000000	-0.000131411771620000	0.000000000000000000
6	0.17885985	-0.01213871300000	0.0002788630000000	-0.0202173700000	0.0003089303058500000	0.000224694910000000	0.000200217055850000	-0.000040710700000000	-0.000045202054000000	-0.0000687054380000000
7	0.069344849	-0.00289849300000	0.0103704440000000	-0.0003668060000	0.000202585411747690	0.000275415967529940	0.000165139615782250	-0.000020859599000000	-0.000096519112257450	-0.0000172592750000000
